DE ref,school name,nursery pupils,reception pupils,year 1,year 2,year 3,year 4,year 5,year 6,year 7,total enrolment
3030547,"St Patrick's Primary School, Portrush",0,0,12,17,11,8,14,8,9,79
3030588,"St Mary's Primary School, Rathlin",0,0,2,2,1,2,0,1,2,10
3030621,"St Mary's Primary School, Portglenone",26,0,24,33,25,30,29,28,27,222
3030688,Mount St Michael's Primary School,52,0,53,62,62,60,52,71,59,471
3030708,Glenann Primary School,0,0,12,6,8,13,9,13,7,68
3030719,St Olcan's Primary School,0,0,13,10,16,12,12,9,8,80
3030800,Barnish Primary School,0,0,4,7,4,7,4,11,8,45
3030815,Moneynick Primary School,0,0,11,6,7,13,6,10,10,63
3030832,"St Comgall's Primary School, Antrim",0,0,79,80,85,81,80,77,52,534
3030848,St Macnisius' Primary School,0,0,12,6,5,8,1,2,1,35
3030890,"St Brigid's Primary School, Cloughmills",0,0,6,15,6,12,10,7,13,69
3030894,"St Mary's Primary School, Cushendall",52,0,16,16,12,22,17,27,20,182
3030898,"St Anne's Primary School, Ballymena",0,0,5,7,12,11,10,11,8,64
3030899,"Seaview Primary School, Glenarm",0,0,5,5,8,8,5,5,4,40
3030900,"St Anthony's Primary School, Larne",0,0,17,18,12,20,12,13,9,101
3032018,"St Brigid's Primary School, Tirkane",0,0,38,32,31,34,23,28,19,205
3032104,Ballyhackett Primary School,0,0,8,6,5,2,7,10,6,44
3032109,New Row Primary School,0,0,27,24,20,28,25,22,28,174
3032185,St Trea's Primary School,0,0,14,21,13,16,16,19,15,114
3032197,Knocknagin Primary School,0,0,12,10,10,10,7,7,7,63
3032202,"St Columba's Primary School, Garvagh",0,8,15,12,10,18,15,14,12,104
3032205,"St Columb's Primary School, Magherafelt",0,0,9,17,12,11,11,17,10,87
3032218,Crossroads Primary School,0,0,18,19,14,22,16,17,15,121
3032231,"St Colum's Primary School, Portstewart",0,0,32,18,25,20,25,29,28,177
3032246,"St John Bosco Primary School, Ballynease",0,0,15,21,14,16,14,18,22,120
3032257,Anahorish Primary School,0,0,24,28,22,22,28,25,26,175
3032268,"St Columba's Primary School, Straw",0,0,25,25,31,26,30,25,24,186
3032271,St Eoghan's Primary School,0,0,16,20,14,12,20,24,15,121
3032273,"St Mary's Primary School, Draperstown",0,0,24,32,28,35,31,37,31,218
3032274,"St John's Primary School, Swatragh",0,0,23,34,31,31,33,30,24,206
3032275,Greenlough Primary School (St Mary's),0,0,28,30,19,27,29,27,26,186
3032281,"St Mary's Primary School, Bellaghy",26,0,27,32,29,28,25,27,25,219
3032285,St Patrick's & St Joseph's Primary School,0,0,22,28,22,28,24,24,29,177
3032297,"St Malachy's Primary School, Coleraine",0,0,33,28,38,43,35,16,31,224
3033303,"St Oliver Plunkett Primary School, Antrim",26,0,25,28,32,33,34,21,13,212
3033304,Tir-na-Nog Primary School,0,0,2,5,4,3,1,4,5,24
3033313,"St Bernard's Primary School, Newtownabbey",52,0,91,90,88,83,82,79,75,640
3033317,"St John's Primary School, Carnlough",33,0,15,22,19,18,22,19,20,168
3033320,"St Patrick's Primary School, Rasharkin",26,0,28,30,27,22,34,32,23,222
3033326,"St Brigid's Primary School, Ballymoney",0,0,17,37,17,29,30,35,38,203
3033709,"St John's Primary School, Coleraine",0,0,24,23,17,26,26,21,20,157
3036026,"St Joseph's Primary School, Crumlin",104,0,84,70,87,77,99,75,89,685
3036039,"St Mary's Primary School, Glenview",0,0,43,32,43,44,29,19,32,242
3036046,St Mary's-on-The-Hill Primary School,0,0,60,57,56,50,60,43,52,378
3036050,"St Joseph's Primary School, Antrim",0,0,68,47,41,57,41,25,37,316
3036100,"St James' Primary School and Nursery Unit, Newtownabbey",77,0,26,44,30,39,27,34,40,317
3036103,"St Brigid's Primary School, Knockloughrim",0,0,27,46,41,38,40,36,32,260
3036131,"St Patrick's Primary School, Glenariffe",0,0,10,10,17,17,17,15,24,110
3036139,"St Macnissi's Primary School, Newtownabbey",0,0,31,28,30,29,30,26,27,201
3036147,"St Columba's Primary School, Kilrea",27,0,29,32,39,34,36,19,31,247
3036154,"St Patrick's Primary School, Loughgiel",26,0,20,31,24,18,27,21,27,194
3036243,"St Joseph's Primary School, Dunloy",52,0,35,33,44,46,36,35,37,318
3036268,St Ciaran's Primary School,0,0,5,5,10,4,5,11,4,44
3036292,"St Patrick's Primary School, Glen",0,0,26,24,31,29,28,23,28,189
3036559,St Patrick's & St Brigid's Primary School,52,0,41,36,49,44,52,47,45,366
3036562,"Holy Family Primary School, Magherafelt",52,0,75,70,75,84,88,72,75,591
3036563,"St Nicholas' Primary School, Carrickfergus",0,0,26,19,31,31,23,25,23,178
3036575,"St Macnissi's Primary School, Larne",0,0,30,34,30,25,31,44,28,222
3036666,"St Colmcille's Primary School, Ballymena",0,0,60,54,70,50,61,31,57,383
3036679,"St Brigid's Primary School, Ballymena",0,0,62,55,61,59,61,52,57,407
3036683,"St Paul's Primary School, Ahoghill",0,0,6,17,8,6,13,8,16,74
3036704,Mary Queen of Peace Primary School,0,0,28,39,27,32,43,33,35,237
3042162,Desertmartin Primary School,0,0,4,2,2,4,3,2,3,20
3046653,Gaelscoil an Chaistil,26,0,15,17,14,17,11,7,6,113
3046678,Gaelscoil na Sp?ir?n?,0,0,12,9,8,4,8,5,3,49
3046684,Gaelscoil Ghleann Darach,0,0,7,13,10,14,13,10,7,74
3046685,Gaelscoil Eanna,0,0,25,25,27,29,34,19,15,174
3046691,Gaelscoil an tSeancha?,26,0,15,21,18,16,17,11,8,132
3050519,Carnlough Controlled Integrated Primary School,0,0,3,7,3,4,3,6,6,32
3050791,Glengormley Integrated Primary School,0,0,50,52,58,50,50,44,46,350
3050859,Crumlin Controlled Intergrated Primary School,0,0,31,23,25,24,19,24,20,166
3050866,Ballymoney Controlled Integrated Primary School,0,0,57,66,53,56,49,47,27,355
3052071,Carhill Integrated Primary School,0,0,12,5,10,11,13,10,10,71
3053333,Ballycastle Integrated Primary School,26,0,27,29,24,23,26,22,25,202
3056231,Six Mile Integrated Primary School,0,11,14,8,16,14,16,15,11,105
3056248,Round Tower Integrated Primary School,0,0,43,38,39,40,48,44,34,286
3056708,Mallusk Controlled Integrated Primary School,0,0,8,2,1,8,2,0,0,21
3066544,Millstrand Integrated Primary School,27,0,53,30,33,28,28,23,23,245
3066551,Braidside Integrated Primary School,26,0,40,32,47,40,47,38,44,314
3066561,Corran Integrated Primary School,26,0,16,18,17,18,19,20,25,159
3066568,Acorn Integrated Primary School,26,0,29,27,29,31,23,30,29,224
3066613,Spires Integrated Primary School,0,0,31,27,28,25,30,31,21,193
3066652,Maine Integrated Primary School,0,0,26,14,17,16,20,13,14,120
4010512,McKinney Primary School Dundrod,26,0,14,13,17,22,23,18,21,154
4010720,Ballycarrickmaddy Primary School,0,0,30,28,30,17,25,25,25,180
4010743,Largymore Primary School,0,0,28,29,27,24,27,25,16,176
4010762,Brownlee Primary School,0,0,28,27,31,31,32,24,27,200
4010788,Dunmurry Primary School,30,0,31,28,27,30,25,22,19,212
4010807,Lisburn Central Primary School,26,0,30,32,35,24,21,30,22,220
4010882,Seymour Hill Primary School,0,0,33,50,34,30,27,37,25,236
4010885,Tonagh Primary School,26,0,30,31,30,29,34,31,29,240
4011265,Ballyvester Primary School,0,0,18,16,16,19,23,20,11,123
4011300,Grey Abbey Primary School,0,0,9,12,12,19,12,14,15,93
4011310,Carrickmannon Primary School,0,0,15,14,12,17,13,14,18,103
4011345,Newtownards Model Primary School,0,0,58,56,60,60,60,60,56,410
4011373,Kirkistown Primary School,0,3,11,5,17,10,19,11,5,81
4011462,Castle Gardens Primary School,0,0,47,45,28,35,37,36,27,255
4011488,"Victoria Primary School, Ballyhalbert",0,0,15,23,19,14,23,25,22,141
4011507,Portavogie Primary School,52,0,30,32,30,27,30,30,30,261
4011566,Ballywalter Primary School,0,0,24,24,24,24,29,23,20,168
4011567,Ballynahinch Primary School,26,0,28,24,25,32,34,22,29,220
4011578,Derryboy Primary School,0,0,12,9,11,9,8,17,15,81
4011584,Carr Primary School,0,13,5,10,8,11,10,8,5,70
4011587,Dundonald Primary School,48,0,116,121,113,118,108,104,118,846
4011588,Comber Primary School,52,0,47,50,47,54,54,39,45,388
4011599,Castlewellan Primary School,0,2,4,5,10,5,5,10,10,51
4011606,Gilnahirk Primary School,0,0,60,61,61,61,61,58,60,422
4011608,Anahilt Primary School,0,0,24,20,20,22,30,10,15,141
4011619,Dromara Primary School,0,0,30,18,23,22,32,26,30,181
4011631,Holywood Primary School,0,0,63,79,69,83,58,55,51,458
4011632,Cregagh Primary School,0,0,30,27,22,20,22,30,27,178
4011645,Crawfordsburn Primary School,0,0,28,31,28,32,30,31,30,210
4011646,"Victoria Primary School, Newtownards",0,0,89,87,77,81,74,81,71,560
4011650,Ballyholme Primary School,0,0,90,90,90,90,88,90,90,628
4011654,Donaghadee Primary School,52,0,60,62,48,56,59,62,60,459
4011657,Lisnasharragh Primary School,0,0,58,57,46,44,55,36,38,334
4011670,Clandeboye Primary School,0,0,49,57,52,57,51,37,28,331
4011674,Knockbreda Primary School,0,0,25,24,30,34,28,27,27,195
4011681,Millisle Primary School,27,0,27,30,27,28,32,33,23,227
4011683,Braniel Primary School,75,0,55,60,58,57,48,38,46,437
4011698,Newcastle Primary School,52,0,30,20,13,16,22,13,21,187
4011699,Moneyrea Primary School,0,0,30,29,25,32,31,32,30,209
4013013,Belvoir Park Primary School,52,0,32,35,38,30,35,44,30,296
4013023,Bloomfield Primary School,49,0,59,58,55,53,61,57,55,447
4013024,Cairnshill Primary School,52,0,72,84,69,82,76,64,45,544
4013038,Tullycarnet Primary School,0,0,5,4,11,5,7,2,12,46
4013043,Lead Hill Primary School,0,0,25,23,19,20,21,20,12,140
4013044,Carryduff Primary School,0,0,29,30,29,32,31,24,28,203
4013045,Grange Park Primary School,0,0,60,60,60,60,57,61,52,410
4013046,Alexander Dickson Primary School,0,0,11,17,8,13,9,13,14,85
4013305,"Harmony Hill Primary School, Lisburn",50,0,83,84,85,87,88,81,74,632
4013334,Knockmore Primary School,0,0,27,31,38,27,28,17,24,192
4016002,Kilcooley Primary School,26,0,16,22,26,20,25,17,26,178
4016004,Londonderry Primary School,0,0,57,55,56,54,60,59,55,396
4016020,Carrowdore Primary School,0,0,24,26,20,31,28,25,22,176
4016067,Rathmore Primary School,52,0,87,87,81,86,82,86,78,639
4016083,West Winds Primary School,26,0,28,23,21,19,29,24,16,186
4016104,Moira Primary School,26,0,49,53,53,60,58,53,54,406
4016111,Towerview Primary School,54,0,59,59,47,53,60,50,48,430
4016123,Spa Primary School,0,0,30,31,25,27,28,22,23,186
4016126,Andrews Memorial Primary School,0,0,46,45,55,47,47,49,45,334
4016144,Old Warren Primary School,26,0,27,26,21,18,14,13,14,159
4016145,"Killowen Primary School, Lisburn",51,0,60,61,62,59,58,62,51,464
4016192,Kilmaine Primary School,53,0,88,90,90,92,90,90,85,678
4016201,Academy Primary School,56,0,59,57,56,55,58,58,48,447
4016202,Ballinderry Primary School,26,0,37,30,36,38,29,31,25,252
4016235,Downpatrick Primary School,0,0,28,26,32,28,35,37,27,213
4016396,Killinchy Primary School,0,0,48,62,48,40,61,49,50,358
4016399,Abbey Primary School,51,0,74,75,68,84,85,86,75,598
4016401,Pond Park Primary School,0,0,87,87,88,89,90,90,90,621
4016417,Maghaberry Primary School,52,0,37,40,30,31,32,31,22,275
4016430,Ballymagee Primary School,26,0,57,59,58,56,60,58,54,428
4016441,Ballymacash Primary School,52,0,55,55,53,58,57,51,54,435
4016503,Brooklands Primary School,78,0,73,68,76,78,66,59,58,556
4016615,Riverdale Primary School,0,0,30,30,29,30,29,28,30,206
4016636,Meadow Bridge Primary School,0,0,45,42,45,44,43,45,25,289
4016649,"Downshire Primary School,Hillsborough",51,0,86,80,86,85,90,90,81,649
4016650,Cumran Primary School,0,0,32,23,27,22,26,31,31,192
4016681,Glasswater Primary School,0,0,17,16,14,13,21,9,7,97
4030573,Ballymacward Primary School,0,0,10,14,5,10,10,6,11,66
4030823,Ballymacrickett Primary School,27,0,49,62,55,44,54,50,52,393
4030897,"St Joseph's Primary School, Lisburn",0,0,59,56,57,58,49,50,56,385
4031231,"St Joseph's Primary School, Ballycruttle",0,0,8,4,6,6,10,11,8,53
4031328,"Christ The King Primary School, Ballynahinch",0,0,13,19,16,18,15,14,17,112
4031350,"St Malachy's Primary School, Kilclief",0,1,9,10,11,13,11,11,9,75
4031485,St Caolan's Primary School,0,0,10,9,9,9,9,13,8,67
4031526,"St Patrick's Primary School, Saul",0,0,22,27,24,25,31,29,25,183
4031531,"St Francis' Primary School, Drumaroad",0,0,16,14,10,13,17,15,9,94
4031550,"St Joseph's Primary School, Crossgar",0,0,18,18,7,14,9,14,9,89
4031628,"St Patrick's Primary School, Holywood",0,0,35,45,50,45,47,38,35,295
4031660,"St Joseph's Primary School, Carryduff",60,0,60,60,61,63,60,60,59,483
4031662,"St Mary's Primary School, Comber",0,1,14,15,11,7,9,5,9,71
4031663,"St Joseph's Primary School, Carnacaville",0,9,29,24,31,34,24,24,20,195
4031665,"St Patrick's Primary School, Ballynahinch",52,0,36,35,26,40,28,35,30,282
4031671,"St Patrick's Primary School, Castlewellan",0,2,11,6,10,10,13,5,12,69
4031672,"St Mary's Primary School, Saintfield",0,0,3,9,7,12,12,4,10,57
4031673,"St Mary's Primary School, Ardglass",0,0,9,11,12,11,15,17,8,83
4031676,"St Bernard's Primary School, Belfast",0,0,65,65,60,59,62,60,58,429
4033002,"St Mary's Primary School, Aughlisnafin",0,4,27,19,25,24,24,23,21,167
4033005,"St Joseph's Primary School, Strangford",0,0,11,9,8,8,9,7,4,56
4033007,"St Macartan's Primary School, Downpatrick",0,0,30,27,32,30,33,22,23,197
4033008,"St Anne's Primary School, Donaghadee",0,2,10,4,2,8,10,3,4,43
4033012,The Holy Family Primary School,0,0,36,25,24,31,25,30,28,199
4033017,St Finian's Primary School,0,0,24,17,22,17,21,21,19,141
4033028,"St Patrick's Primary School, Portaferry",0,4,14,16,11,17,23,9,21,115
4033036,"St Mary's Primary School, Killyleagh",0,0,5,13,11,17,14,20,5,85
4033037,"St Joseph's Primary School, Tyrella",0,0,11,14,9,11,14,11,10,80
4033040,"St Brigid's Primary School, Downpatrick",0,0,42,35,47,44,41,32,37,278
4033306,St Aloysius Primary School,26,0,64,61,61,73,57,52,50,444
4033307,"St Colman's Primary School, Lisburn",0,0,51,54,49,61,65,57,58,395
4036016,"St Joseph's Primary School, Killough",0,0,7,6,7,6,7,17,9,59
4036036,"St Malachy's Primary School, Kilcoo",30,0,26,19,18,23,16,22,19,173
4036113,"St Nicholas' Primary School, Ardglass",0,0,24,17,17,19,15,14,17,123
4036133,"Sacred Heart Primary School, Dundrum",0,0,11,0,8,8,8,7,1,43
4036146,"St Comgall's Primary School, Bangor",0,0,45,43,46,47,53,49,26,309
4036148,"St Malachy's Primary School, Bangor",52,0,57,55,60,59,59,51,37,430
4036182,"St Colmcille's Primary School, Downpatrick",0,0,39,35,32,29,33,22,24,214
4036285,The Good Shepherd Primary School,0,0,46,47,43,44,39,50,42,311
4036428,"St Mary's Primary School, Kircubbin",0,0,24,16,31,19,24,16,24,154
4036454,"St Malachy's Primary School, Castlewellan",26,0,54,53,55,49,52,51,35,375
4036455,"St Patrick's Primary School, Legamaddy",0,0,24,14,17,18,28,25,25,151
4036480,St Kieran's Primary School,0,0,68,48,54,55,65,61,56,407
4036530,"St Mary's Primary School, Portaferry",26,0,27,26,27,18,21,32,28,205
4036591,Our Lady Queen of Peace Primary School,52,0,53,51,50,52,50,46,54,408
4036618,Christ the Redeemer Primary School,51,0,108,100,89,90,87,86,68,679
4036635,"St Mary's Primary School, Newcastle",53,0,56,50,50,61,47,54,41,412
4036642,St Ita's Primary School,61,0,90,90,90,88,81,81,80,661
4036693,Our Lady and St Patrick Primary School,0,0,65,71,70,59,67,71,63,466
4036702,Holy Evangelist Primary School,52,0,75,67,71,75,108,73,64,585
4046600,Scoil na Fuiseoige,0,0,27,20,15,21,21,15,13,132
4046648,Bunscoil Bheanna Boirche,0,0,22,15,15,9,12,14,11,98
4051569,Kircubbin Integrated Primary School,0,0,27,30,29,29,30,29,30,204
4051601,Portaferry Integrated Primary School,0,0,13,5,8,10,13,8,6,63
4051680,Bangor Central Integrated Primary School,0,0,85,88,86,88,87,88,85,607
4053009,Annsborough Primary School,0,1,4,6,5,5,5,9,4,39
4053020,Glencraig Integrated Primary School,0,0,31,31,30,31,31,31,30,215
4053308,Fort Hill Integrated Primary School,26,0,31,28,29,28,28,30,31,231
4056541,All Childrens Integrated Primary School,0,6,30,20,30,29,30,33,31,209
4056709,Killyleagh Primary School,0,0,18,14,12,18,16,10,11,99
4056710,Loughries Primary School,0,0,6,10,14,4,17,12,8,71
4066579,Loughview Integrated Primary School,51,0,58,60,57,60,60,62,59,467
4066588,Cedar Integrated Primary School,26,0,26,28,24,29,30,28,24,215
4066611,Oakwood Integrated Primary School,0,0,30,30,30,28,27,26,30,201
4066644,Millennium Integrated Primary School,52,0,40,56,53,43,31,31,31,337
4066668,Drumlins Integrated Primary School,0,0,31,23,27,27,30,24,21,183
4066682,Rowandale Integrated Primary School,0,0,57,41,27,31,32,27,28,243
4610063,Regent House Prep Dept,0,0,2,3,13,16,16,19,17,86
4620044,"Sullivan Upper School, Prep Dept",0,0,24,25,28,26,28,29,28,188
4620050,Friend's School Prep Dept,0,0,17,24,24,24,26,21,24,160
4620051,"Wallace High School, Prep Dept",0,0,19,19,18,18,16,16,20,126
5010909,Foley County Primary School,0,0,7,7,8,9,9,8,5,53
5010992,Lurgan Model Primary School,26,0,31,24,29,33,30,24,26,223
5011019,Mullaglass Primary School,0,0,10,14,12,14,12,11,9,82
5011095,Mullavilly Primary School,0,0,21,18,23,19,21,25,11,138
5011112,Hardy Memorial Primary School,52,0,57,67,49,62,54,47,44,432
5011115,Armstrong Primary School,0,0,75,69,60,84,83,70,73,514
5011116,Tandragee Primary School,0,0,61,53,38,56,39,47,47,341
5011117,Drumsallen Primary School,0,0,4,5,0,1,4,6,3,23
5011119,Darkley Primary School,0,0,12,12,9,13,8,8,9,71
5011124,"Kings Park Primary School, Lurgan",78,0,84,97,93,100,102,92,93,739
5011127,"Carrick Primary School, Lurgan",52,0,59,65,60,65,64,56,44,465
5011129,Hart Memorial Primary School,53,0,60,64,53,55,54,60,46,445
5011132,Killylea Primary School,0,0,6,12,9,8,9,6,9,59
5011137,Newtownhamilton Primary School,0,2,7,10,8,7,13,12,9,68
5011142,Clare Primary School,0,0,17,23,18,23,20,18,27,146
5011152,Kingsmills Primary School,0,0,3,8,6,6,4,8,3,38
5011153,Lisnadill Primary School,0,0,14,15,14,15,16,16,10,100
5011157,Derryhale Primary School,0,0,12,12,14,14,10,10,15,87
5011161,Mountnorris Primary School,0,4,9,19,13,10,16,8,11,90
5011165,Rich Mount Primary School,0,0,9,17,22,16,23,24,12,123
5011174,Birches Primary School,0,0,25,28,21,25,30,27,19,175
5011175,Cortamlet Primary School,0,4,11,13,14,14,11,11,17,95
5011179,Bessbrook Primary School,26,0,12,12,11,13,9,10,9,102
5011189,"Edenderry Primary School, Portadown",0,0,59,64,58,44,66,50,55,396
5011190,Tullygally Primary School,52,0,28,20,21,25,13,21,12,192
5011520,Dromore Road Primary School,0,0,15,14,12,10,9,22,10,92
5011575,Dromore Central Primary School,0,0,105,97,100,108,90,98,91,689
5011594,Abercorn Primary School,0,0,60,57,48,49,56,58,58,386
5011596,Gilford Primary School,27,0,10,8,10,10,11,10,5,91
5011598,Waringstown Primary School,27,0,61,55,56,59,54,61,56,429
5011602,Bleary Primary School,0,0,23,22,18,21,19,15,15,133
5011611,Iveagh Primary School,26,0,34,40,30,32,46,33,35,276
5011617,Ballydown Primary School,26,0,47,42,46,44,48,45,45,343
5011649,Kilkeel Primary School,0,0,60,71,65,73,68,61,46,444
5011651,Milltown Primary School,0,0,14,7,12,9,6,7,3,58
5011664,Scarva Primary School,0,0,16,12,7,10,13,18,9,85
5011684,Annalong Primary School,26,0,23,22,16,15,20,18,17,157
5011687,Maralin Village Primary School,26,0,38,34,38,42,44,41,38,301
5012280,Moneymore Primary School,28,0,31,36,24,32,28,27,26,232
5012538,Churchill Primary School,0,0,17,7,8,12,12,10,5,71
5012611,Lisfearty Primary School,0,0,1,3,6,4,3,4,6,27
5012615,Ballytrea Primary School,0,1,11,9,9,12,10,13,11,76
5012621,Aughnacloy Primary School,0,0,21,18,19,18,20,17,22,135
5012632,Donaghmore Primary School,0,0,9,3,12,13,7,7,9,60
5012635,Augher Central Primary,0,0,10,10,12,14,14,11,14,85
5012636,Moy Regional Primary School,0,0,16,11,11,7,12,8,10,75
5012643,Stewartstown Primary School,0,0,5,10,4,11,4,7,8,49
5012646,Howard Primary School,28,0,47,43,35,57,39,33,42,324
5012649,Coagh Primary School,0,0,12,17,22,6,10,13,7,87
5012657,Walker Memorial Primary School,0,2,16,4,11,11,8,7,8,67
5012696,Carntall Primary School,0,0,11,9,12,8,6,17,9,72
5012719,Newmills Primary School,0,0,11,19,11,16,12,10,6,85
5012720,Dungannon Primary School,0,0,40,35,34,32,39,42,45,267
5012726,Cookstown Primary School,0,0,62,84,72,72,67,56,59,472
5013019,"Edenderry Primary School, Banbridge",0,0,60,50,54,61,59,59,63,406
5013702,Woods Primary School,0,0,29,29,20,30,28,21,23,180
5016007,Millington Primary School,0,0,102,99,93,88,92,93,96,663
5016027,Drumhillery Primary School,0,0,7,15,10,14,12,21,7,86
5016065,Dickson Primary School,27,0,31,28,30,31,31,22,22,222
5016078,Poyntzpass Primary School,0,0,16,15,17,20,17,13,14,112
5016079,The Cope Primary School,0,2,16,16,14,11,14,15,22,110
5016080,Drumgor Primary School,52,0,45,42,41,37,42,38,35,332
5016088,Fivemiletown Primary School,0,0,24,28,37,26,21,31,21,188
5016098,Brackenagh West Primary School,0,0,19,24,27,24,29,24,24,171
5016117,Ballyoran Primary School,52,0,38,20,40,28,40,30,22,270
5016138,Bocombra Primary School,29,0,46,46,46,46,50,50,42,355
5016141,Churchtown Primary School,0,0,4,6,2,3,6,3,6,30
5016178,Donacloney Primary School,26,0,37,33,30,29,31,25,38,249
5016179,Hamiltonsbawn Primary School,0,0,25,17,9,16,16,11,14,108
5016200,"Queen Elizabeth II Primary School, Pomeroy",0,0,3,4,7,5,9,2,6,36
5016221,Orritor Primary School,26,0,27,25,26,28,23,17,27,199
5016224,Donaghey Primary School,0,0,7,17,13,14,11,8,14,84
5016391,Bush Primary School,26,0,29,20,25,28,31,31,31,221
5016436,Markethill Primary School,0,0,45,46,43,51,46,45,48,324
5016451,Windsor Hill Primary School,0,0,34,26,33,42,31,34,25,225
5016543,Moyallon Primary School,0,0,30,30,28,29,29,28,28,202
5016599,Fair Hill Primary School,26,0,37,46,44,43,48,42,44,330
5016612,Bronte Primary School,26,0,25,27,29,28,19,28,14,196
5016616,Drumadonnell Primary School,26,0,28,30,32,44,29,32,27,248
5016643,Richmond Primary School,0,0,16,22,20,19,13,10,17,117
5016658,Orchard County Primary School,26,0,21,23,20,23,34,23,15,185
5016680,Killyman Primary School,0,0,27,25,22,31,21,28,24,178
5030958,"St John's Primary School, Eglish",0,0,4,10,8,10,8,8,4,52
5030972,"St Oliver Plunkett's Primary School, Forkhill",0,0,16,16,23,21,24,26,17,143
5030975,"St Malachy's Primary School, Ballymoyer",0,0,12,9,10,9,9,12,8,69
5031070,"St Michael's Primary School, N'hamilton",0,0,14,10,11,12,8,6,10,71
5031080,Clintyclay Primary School,0,3,2,5,7,4,4,5,3,33
5031086,Clonalig Primary School,0,3,23,31,34,25,17,26,22,181
5031088,Dromintee Primary School,0,0,26,25,25,28,31,32,20,187
5031103,Tannaghmore Primary School,0,0,89,94,93,86,97,79,105,643
5031107,"St Teresa's Primary School, Tullyherron",0,4,6,9,5,8,4,5,9,50
5031108,Clea Primary School,0,4,15,15,14,10,10,16,13,97
5031110,Christian Brothers' Primary School,30,0,83,77,84,62,60,56,64,516
5031126,Mount St Catherine's Primary School,0,0,36,29,31,29,43,35,24,227
5031130,Cloughoge Primary School,53,0,61,59,60,49,63,51,53,449
5031133,"St Malachy's Primary School, Armagh",0,0,30,30,29,27,29,27,34,206
5031135,"St Olivers' Primary School, Carrickravaddy",0,0,12,5,10,7,9,5,5,53
5031138,"St Joseph's Primary School, Madden",0,8,27,18,20,14,19,13,16,135
5031146,Anamar Primary School,0,2,2,2,5,3,5,5,4,28
5031148,"St Patrick's Primary School, Crossmaglen",52,0,54,57,54,54,52,36,46,405
5031154,Killean Primary School,0,0,24,19,22,20,14,14,18,131
5031158,"St Patrick's Primary School, Newry",53,0,57,63,62,57,56,53,49,450
5031160,"St Teresa's Primary School, Lurgan",0,0,31,30,34,19,32,31,17,194
5031163,"St Brigid's Primary School, G'drummond",0,0,33,27,23,31,26,34,25,199
5031164,"St Mary's Primary School, Maghery",0,0,7,8,8,9,10,10,12,64
5031166,"St Michael's Primary School, Clady",0,0,7,9,9,9,7,6,2,49
5031167,"St James' Primary School, Drumatee",0,0,0,2,1,4,2,3,3,15
5031168,"St Patrick's Primary School, Aghacommon",26,0,24,38,30,34,29,27,30,238
5031169,"St Brigid's Primary School, Drumilly",0,1,18,19,13,16,17,19,18,121
5031172,"St Mary's Primary School, Granemore",28,0,26,33,27,21,27,26,22,210
5031176,"St Peter's Primary School, Cloughreagh",27,0,45,42,46,47,51,44,48,350
5031183,"St Patrick's Primary School, Armagh",0,0,79,77,65,75,74,75,60,505
5031184,"St Anthony's Primary School, Craigavon",81,0,85,81,95,85,86,92,84,689
5031188,"St Joseph's Primary School, Meigh",0,0,15,30,26,31,32,31,28,193
5031318,"Killowen Primary School, Rostrevor",0,2,8,9,3,14,6,12,11,65
5031325,"St Joseph's Primary School, Ballymartin",0,0,14,13,9,17,8,15,15,91
5031340,"St Joseph's Convent Primary School, Newry",52,0,61,64,60,76,69,58,57,497
5031516,Moneydarragh Primary School,0,0,14,13,13,10,10,8,14,82
5031558,Ballyholland Primary School,0,0,27,32,33,29,42,22,36,221
5031589,Grange Primary School,0,0,13,18,16,13,17,15,14,106
5031609,"Carrick Primary School, Warenpoint",0,0,49,48,63,61,48,65,66,400
5031653,"St Matthew's Primary School, Magheramayo",0,0,14,7,19,11,10,13,4,78
5031667,"St Patrick's Primary School, Maralin",0,2,21,15,15,21,25,21,21,141
5031669,"St John's Primary School, Gilford",0,0,22,21,16,13,13,19,17,121
5031694,"Holy Cross Primary School, Kilkeel",0,0,11,18,12,12,18,19,20,110
5031695,"St Mary's Primary School, Barr",0,0,30,16,22,23,23,22,16,152
5031697,"St Patrick's Primary School, Mayobridge",31,0,54,44,61,51,48,50,58,397
5032208,Ballylifford Primary School,0,0,8,8,15,13,6,8,7,65
5032262,Lissan Primary School,0,0,14,15,15,17,21,23,20,125
5032306,"St Malachy's Primary School, Glencull",0,0,14,11,10,5,2,6,10,58
5032387,Derrylatinee Primary School,0,0,10,11,9,19,7,12,11,79
5032463,Blessed Patrick O'loughran Primary School,0,0,11,15,14,11,13,12,9,85
5032558,Laghey Primary School,0,0,14,12,19,14,14,13,5,91
5032585,Edendork Primary School,0,0,37,51,55,43,37,58,36,317
5032591,Roan St Patrick's Primary School,0,0,15,18,20,12,21,17,18,121
5032592,"St Mary's Primary School, Lisbuoy",0,0,10,8,13,12,14,15,8,80
5032624,"St Macartan's Primary School, Clogher",0,0,10,9,13,6,9,8,6,61
5032678,"St Patrick's Primary School, Donaghmore",0,0,30,34,28,30,28,29,29,208
5032692,"St Mary's Primary School, Stewartstown",0,4,9,8,10,12,13,18,14,88
5032697,"St Patrick's Primary School, Aughadarragh",0,0,12,9,11,10,11,14,11,78
